,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
281,252,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-83,13221,115,198,252,Ben Godfrey,43,DEF,Spurs,Everton,Everton
282,253,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-67,8273,0,67,253,Demarai Gray,53,MID,Spurs,Everton,Everton
283,254,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,45,0,0,0,0,0,0,0,1,0,0,0,-3,6.0,0.6,0.0,0.7,1,0.00,0.00,0.00,0.20,48,-11,4645,176,187,254,Idrissa Gueye,48,MID,Spurs,Everton,Everton
284,255,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-972,46998,0,972,255,Mason Holgate,40,DEF,Spurs,Everton,Everton
285,257,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-154,20011,161,315,257,Michael Keane,43,DEF,Spurs,Everton,Everton
286,259,154,Chelsea,3,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,0,0,0,0,11,16.4,21.9,9.0,4.7,1,0.09,0.28,0.37,0.93,54,19017,28571,19854,837,259,Dwight McNeil,54,MID,Spurs,Everton,Everton
287,260,154,Chelsea,7,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,0,0,0,1,23,35.0,4.5,1.0,4.1,1,0.06,0.02,0.08,0.93,45,92035,546445,101870,9835,260,Vitalii Mykolenko,46,DEF,Spurs,Everton,Everton
288,261,154,Chelsea,1,True,2023-12-10T14:00:00Z,2,0,16,45,0,0,0,0,0,0,0,0,0,0,0,5,7.8,11.0,0.0,1.9,0,0.00,0.01,0.01,0.72,47,-612,15489,19,631,261,Amadou Onana,47,MID,Spurs,Everton,Everton
289,262,154,Chelsea,1,True,2023-12-10T14:00:00Z,2,0,16,49,0,0,0,0,0,0,0,0,0,0,0,5,12.2,0.8,0.0,1.3,0,0.00,0.00,0.00,0.74,44,-171,18094,272,443,262,Nathan Patterson,44,DEF,Spurs,Everton,Everton
290,263,154,Chelsea,10,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,0,0,4,3,29,20.8,0.0,0.0,2.1,1,0.00,0.00,0.00,0.93,44,580,757913,26236,25656,263,Jordan Pickford,44,GKP,Spurs,Everton,Everton
291,264,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-13,1189,0,13,264,Ellis Simms,45,FWD,Spurs,Everton,Everton
292,265,154,Chelsea,6,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,0,0,0,0,22,16.2,0.4,2.0,1.9,1,0.00,0.00,0.00,0.93,44,18014,343986,24831,6817,265,James Tarkowski,44,DEF,Spurs,Everton,Everton
293,266,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-1528,61059,252,1780,266,João Neves Virgínia,39,GKP,Spurs,Everton,Everton
294,579,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,2,6481,115,113,579,Andy Lonergan,39,GKP,Spurs,Everton,Everton
295,588,154,Chelsea,1,True,2023-12-10T14:00:00Z,2,0,16,40,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.9,0.0,0.2,1,0.00,0.00,0.00,0.18,44,863,35402,1497,634,588,Ashley Young,44,DEF,Spurs,Everton,Everton
296,601,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-269,14567,117,386,601,Arnaut Danjuma Groeneveld,52,MID,Spurs,Everton,Everton
297,624,154,Chelsea,6,True,2023-12-10T14:00:00Z,2,0,16,4,1,0,0,0,0,0,0,0,0,0,0,21,38.2,0.0,17.0,5.5,0,0.08,0.00,0.08,0.01,45,-149,6271,67,216,624,Lewis Dobbin,45,MID,Spurs,Everton,Everton
298,645,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-74,5255,98,172,645,Youssef Ramalho Chermiti,48,FWD,Spurs,Everton,Everton
299,649,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-15,2404,0,15,649,Thomas Cannon,45,FWD,Spurs,Everton,Everton
300,650,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-31,1330,23,54,650,Tyler Onyango,45,MID,Spurs,Everton,Everton
301,661,164,Burnley,3,False,2023-12-16T17:30:00Z,0,2,17,90,0,0,1,0,0,0,0,0,0,0,0,14,11.0,16.9,2.0,3.0,1,0.00,0.06,0.06,0.77,55,224,13824,1570,1346,661,Jack Harrison,55,MID,Spurs,Everton,Everton
302,256,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,78,0,1,1,0,0,0,0,0,0,0,0,24,20.0,32.2,29.0,8.1,1,0.47,0.04,0.51,1.03,53,24884,55425,26202,1318,256,Alex Iwobi,53,MID,Fulham,Burnley,Fulham
303,267,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,90,0,1,1,0,0,0,0,0,0,0,0,26,32.2,67.5,6.0,10.6,1,0.02,0.38,0.40,1.39,53,13897,84991,16073,2176,267,Andreas Hoelgebaum Pereira,53,MID,Fulham,Burnley,Fulham
304,268,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,90,0,1,1,0,0,0,0,0,0,0,0,30,29.8,24.2,2.0,5.6,1,0.00,0.07,0.07,1.39,49,1053,3129,1185,132,268,Tom Cairney,49,MID,Fulham,Burnley,Fulham
305,269,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2,370,0,2,269,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,Burnley,Fulham
306,270,155,West Ham,1,True,2023-12-10T14:00:00Z,5,0,16,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2.6,0.0,0.2,0,0.00,0.00,0.00,0.36,54,-550,13823,314,864,270,Bobby De Cordova-Reid,54,MID,Fulham,Burnley,Fulham
307,271,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1134,46830,7,1141,271,Issa Diop,44,DEF,Fulham,Burnley,Fulham
308,272,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-92,2705,13,105,272,Tyrese Francois,44,MID,Fulham,Burnley,Fulham
309,273,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-56,3164,0,56,273,Anthony Knockaert,44,MID,Fulham,Burnley,Fulham
310,274,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-96,7167,0,96,274,Terence Kongolo,40,DEF,Fulham,Burnley,Fulham
311,275,155,West Ham,9,True,2023-12-10T14:00:00Z,5,0,16,90,0,0,1,0,0,0,0,0,0,5,2,37,39.4,0.0,0.0,3.9,1,0.00,0.00,0.00,1.39,47,43730,1548112,63922,20192,275,Bernd Leno,48,GKP,Fulham,Burnley,Fulham
312,276,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-745,33869,542,1287,276,Saša Lukić,44,MID,Fulham,Burnley,Fulham
313,277,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-356,21966,0,356,277,Kevin Mbabu,40,DEF,Fulham,Burnley,Fulham
314,278,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,74,-201,72121,0,201,278,Aleksandar Mitrović,74,FWD,Fulham,Burnley,Fulham
315,279,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1490,45878,225,1715,279,Rodrigo Muniz Carvalho,44,FWD,Fulham,Burnley,Fulham
316,280,155,West Ham,5,True,2023-12-10T14:00:00Z,5,0,16,79,0,1,1,0,0,0,0,1,0,0,0,16,34.0,16.2,1.0,5.1,1,0.04,0.14,0.18,1.03,50,-288,33335,1497,1785,280,João Palhinha Gonçalves,50,MID,Fulham,Burnley,Fulham
317,281,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8470,143890,1683,10153,281,Tim Ream,45,DEF,Fulham,Burnley,Fulham
318,282,155,West Ham,1,True,2023-12-10T14:00:00Z,5,0,16,10,0,0,0,0,0,0,0,0,0,0,0,4,2.0,3.9,0.0,0.6,0,0.00,0.29,0.29,0.36,46,-1489,41716,785,2274,282,Harrison Reed,46,MID,Fulham,Burnley,Fulham
319,283,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,71,0,0,1,0,0,0,0,0,0,0,0,26,21.6,7.1,2.0,3.1,1,0.00,0.03,0.03,1.03,44,12905,84055,14884,1979,283,Antonee Robinson,44,DEF,Fulham,Burnley,Fulham
320,284,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-190,39967,726,916,284,Marek Rodák,39,GKP,Fulham,Burnley,Fulham
321,285,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-176,32731,845,1021,285,Kenny Tete,44,DEF,Fulham,Burnley,Fulham
322,286,155,West Ham,14,True,2023-12-10T14:00:00Z,5,0,16,90,1,0,1,0,0,0,0,0,0,0,2,37,55.4,0.8,19.0,7.5,1,0.03,0.01,0.04,1.39,43,161,4334,216,55,286,Tosin Adarabioyo,43,DEF,Fulham,Burnley,Fulham
323,287,155,West Ham,5,True,2023-12-10T14:00:00Z,5,0,16,18,1,0,0,0,0,0,0,0,0,0,0,27,33.4,0.5,17.0,5.1,0,0.80,0.00,0.80,0.36,47,-3994,154714,1905,5899,287,Carlos Vinícius Alves Morais,47,FWD,Fulham,Burnley,Fulham
324,288,155,West Ham,9,True,2023-12-10T14:00:00Z,5,0,16,45,1,1,0,0,0,0,0,0,0,0,0,31,54.4,15.0,28.0,9.7,0,0.40,0.24,0.64,0.94,53,-403,17203,989,1392,288,Harry Wilson,53,MID,Fulham,Burnley,Fulham
325,558,155,West Ham,9,True,2023-12-10T14:00:00Z,5,0,16,71,1,0,1,0,0,0,0,0,0,0,3,39,40.8,29.7,21.0,9.2,1,0.09,0.24,0.33,1.03,52,64050,137236,67529,3479,558,Raúl Jiménez,53,FWD,Fulham,Burnley,Fulham
326,591,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,45,1,0,0,0,0,0,0,0,0,0,0,24,45.2,18.0,36.0,9.9,1,0.49,0.04,0.53,0.46,53,12916,85890,18914,5998,591,Willian Borges da Silva,53,MID,Fulham,Burnley,Fulham
327,610,155,West Ham,6,True,2023-12-10T14:00:00Z,5,0,16,90,0,0,1,0,0,0,0,0,0,0,0,30,19.4,0.6,0.0,2.0,1,0.00,0.01,0.01,1.39,44,313,20285,592,279,610,Calvin Bassey,44,DEF,Fulham,Burnley,Fulham
328,625,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-24,6793,93,117,625,Luc De Fougerolles,40,DEF,Fulham,Burnley,Fulham
329,651,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-15,1518,0,15,651,Jay Stansfield,45,FWD,Fulham,Burnley,Fulham
330,652,155,West Ham,0,True,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-17,842,6,23,652,Matthew Dibley-Dias,45,MID,Fulham,Burnley,Fulham
331,662,168,Newcastle,0,False,2023-12-16T15:00:00Z,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44,2757,25,69,662,Adama Traoré,49,MID,Fulham,Burnley,Fulham
332,289,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1201,30283,429,1630,289,Adrián San Miguel del Castillo,39,GKP,Liverpool,Arsenal,Liverpool
333,290,153,Crystal Palace,4,False,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,2,26,33.6,79.6,2.0,11.5,1,0.00,0.42,0.42,1.74,81,248923,1383001,254643,5720,290,Trent Alexander-Arnold,82,DEF,Liverpool,Arsenal,Liverpool
334,291,153,Crystal Palace,3,False,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,3,0,14,24.4,0.0,0.0,2.4,1,0.00,0.00,0.00,1.74,56,-59965,1003592,11137,71102,291,Alisson Ramses Becker,56,GKP,Liverpool,Arsenal,Liverpool
335,292,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-16,2521,10,26,292,Stefan Bajcetic,47,MID,Liverpool,Arsenal,Liverpool
336,293,153,Crystal Palace,2,False,2023-12-09T12:30:00Z,1,2,16,73,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,3.6,11.0,1.3,1,0.48,0.01,0.49,1.40,77,-118223,1879169,33850,152073,293,Darwin Núñez Ribeiro,76,FWD,Liverpool,Arsenal,Liverpool
337,294,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,77,-10936,113049,100,11036,294,Diogo Teixeira da Silva,77,MID,Liverpool,Arsenal,Liverpool
338,295,153,Crystal Palace,6,False,2023-12-09T12:30:00Z,1,2,16,16,1,0,0,0,0,0,0,0,0,0,0,23,33.2,3.8,11.0,4.8,0,0.07,0.05,0.12,0.35,48,-590,16821,231,821,295,Harvey Elliott,48,MID,Liverpool,Arsenal,Liverpool
339,296,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3,784,0,3,296,Fabio Henrique Tavares,50,MID,Liverpool,Arsenal,Liverpool
340,297,153,Crystal Palace,1,False,2023-12-09T12:30:00Z,1,2,16,33,0,0,0,1,0,0,0,0,0,0,0,0,3.8,2.6,4.0,1.0,0,0.00,0.03,0.03,1.21,72,-3555,230243,3643,7198,297,Cody Gakpo,72,FWD,Liverpool,Arsenal,Liverpool
341,298,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,45,0,0,0,1,0,0,0,1,0,0,0,9,9.8,21.3,8.0,3.9,0,0.00,0.06,0.06,1.24,45,1974,50400,3086,1112,298,Joe Gomez,45,DEF,Liverpool,Arsenal,Liverpool
342,299,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4,590,0,4,299,Jordan Henderson,50,MID,Liverpool,Arsenal,Liverpool
343,300,153,Crystal Palace,4,False,2023-12-09T12:30:00Z,1,2,16,17,0,1,0,0,0,0,0,0,0,0,0,13,19.6,11.4,4.0,3.5,0,0.00,0.11,0.11,0.35,49,-79,5091,130,209,300,Curtis Jones,49,MID,Liverpool,Arsenal,Liverpool
344,301,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,17890,245247,32808,14918,301,Caoimhin Kelleher,39,GKP,Liverpool,Arsenal,Liverpool
345,302,153,Crystal Palace,1,False,2023-12-09T12:30:00Z,1,2,16,33,0,0,0,1,0,0,0,0,0,0,0,10,6.0,1.3,0.0,0.7,0,0.00,0.01,0.01,1.21,49,5557,161367,9489,3932,302,Ibrahima Konaté,49,DEF,Liverpool,Arsenal,Liverpool
346,303,153,Crystal Palace,1,False,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,1,0,0,0,-1,5.2,34.4,13.0,5.3,1,0.05,0.04,0.09,1.74,74,-28875,746793,18686,47561,303,Luis Díaz,74,MID,Liverpool,Arsenal,Liverpool
347,304,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-16126,317314,2275,18401,304,Alexis Mac Allister,58,MID,Liverpool,Arsenal,Liverpool
348,305,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-7596,42156,50,7646,305,Joel Matip,49,DEF,Liverpool,Arsenal,Liverpool
349,306,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-112,11449,0,112,306,Nathaniel Phillips,40,DEF,Liverpool,Arsenal,Liverpool
350,307,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,64,-3834,246580,116,3950,307,Andrew Robertson,64,DEF,Liverpool,Arsenal,Liverpool
351,308,153,Crystal Palace,13,False,2023-12-09T12:30:00Z,1,2,16,90,1,1,0,1,0,0,0,0,0,0,3,36,53.6,15.3,33.0,10.2,1,0.33,0.18,0.51,1.74,131,27580,5220877,70573,42993,308,Mohamed Salah,132,MID,Liverpool,Arsenal,Liverpool
352,309,153,Crystal Palace,2,False,2023-12-09T12:30:00Z,1,2,16,73,0,0,0,1,0,0,0,0,0,0,0,7,3.0,5.2,6.0,1.4,1,0.12,0.03,0.15,1.40,71,27873,676508,47844,19971,309,Dominik Szoboszlai,71,MID,Liverpool,Arsenal,Liverpool
353,310,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-62,9563,8,70,310,Thiago Alcántara do Nascimento,48,MID,Liverpool,Arsenal,Liverpool
354,311,153,Crystal Palace,2,False,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,14,14.0,14.8,3.0,3.2,1,0.02,0.03,0.05,1.74,49,-47150,1576588,44001,91151,311,Konstantinos Tsimikas,49,DEF,Liverpool,Arsenal,Liverpool
355,312,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-22,1834,0,22,312,Sepp van den Berg,40,DEF,Liverpool,Arsenal,Liverpool
356,313,153,Crystal Palace,2,False,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,10,26.4,2.8,4.0,3.3,1,0.15,0.02,0.17,1.74,61,67147,978316,76811,9664,313,Virgil van Dijk,62,DEF,Liverpool,Arsenal,Liverpool
357,626,153,Crystal Palace,1,False,2023-12-09T12:30:00Z,1,2,16,56,0,0,0,0,0,0,0,0,0,0,0,4,1.0,1.4,0.0,0.2,1,0.00,0.01,0.01,0.53,40,236,11792,725,489,626,Jarell Quansah,40,DEF,Liverpool,Arsenal,Liverpool
358,627,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-23,2136,23,46,627,Bobby Clark,44,MID,Liverpool,Arsenal,Liverpool
359,628,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-54,4010,82,136,628,Ben Doak,44,MID,Liverpool,Arsenal,Liverpool
360,629,153,Crystal Palace,0,False,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-10,1672,44,54,629,James McConnell,44,MID,Liverpool,Arsenal,Liverpool
361,668,166,Man Utd,2,True,2023-12-17T16:30:00Z,0,0,17,90,0,0,1,0,0,0,0,1,0,0,0,5,9.2,5.2,4.0,1.8,1,0.04,0.07,0.11,0.63,54,-211,8459,680,891,668,Wataru Endo,54,MID,Liverpool,Arsenal,Liverpool
362,21,146,Arsenal,0,True,2023-12-05T20:15:00Z,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-47,1657,36,83,21,Albert Sambi Lokonga,49,MID,Luton,Newcastle,Luton
363,52,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,71,0,0,0,2,0,0,0,1,0,0,0,8,18.6,1.6,0.0,2.0,1,0.00,0.01,0.01,1.52,44,-10822,115091,303,11125,52,Marvelous Nakamba,44,MID,Luton,Newcastle,Luton
364,314,156,Man City,7,True,2023-12-10T14:00:00Z,1,2,16,90,1,0,0,2,0,0,0,0,0,0,1,27,35.4,11.7,37.0,8.4,1,0.25,0.02,0.27,1.60,48,1439,63358,3483,2044,314,Elijah Adebayo,48,FWD,Luton,Newcastle,Luton
365,315,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-3425,83909,144,3569,315,Mads Juel Andersen,39,DEF,Luton,Newcastle,Luton
366,316,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,7,7.8,10.8,0.0,1.9,1,0.00,0.01,0.01,1.60,39,149,326214,5587,5438,316,Amari'i Bell,39,DEF,Luton,Newcastle,Luton
367,317,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-49,3038,25,74,317,Luke Berry,47,MID,Luton,Newcastle,Luton
368,318,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-710,12099,13,723,318,Reece Burke,40,DEF,Luton,Newcastle,Luton
369,319,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-13,1475,0,13,319,Allan Campbell,49,MID,Luton,Newcastle,Luton
370,320,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-9,540,16,25,320,Jordan Clark,48,MID,Luton,Newcastle,Luton
371,321,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,2,0,0,0,1,0,0,0,4,11.2,1.3,4.0,1.7,1,0.00,0.01,0.01,1.60,44,1099,23549,2575,1476,321,Alfie Doughty,44,DEF,Luton,Newcastle,Luton
372,322,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-5,883,0,5,322,Luke Freeman,49,MID,Luton,Newcastle,Luton
373,323,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-592,23867,0,592,323,Matt Macey,40,GKP,Luton,Newcastle,Luton
374,324,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1327,54868,0,1327,324,John McAtee,45,FWD,Luton,Newcastle,Luton
375,325,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5,787,0,5,325,Carlos Mendes Gomes,45,MID,Luton,Newcastle,Luton
376,326,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.07,52,-24835,287671,6071,30906,326,Carlton Morris,51,FWD,Luton,Newcastle,Luton
